,transaction_id,tx_datetime,customer_id,terminal_id,tx_amount,tx_time_seconds,tx_time_days,TX_FRAUD,TX_FRAUD_SCENARIO
5283,5283,2023-12-01 07:53:30,2984,5781,3298.71,28410,0,0.6000000000000001,1
1527309,1527309,2024-02-02 15:28:21,524,2414,1110.64,5498901,63,0.2,1
915709,915709,2024-01-08 07:29:29,2880,6942,735.91,3310169,38,0.1,1
91650,91650,2023-12-04 16:59:49,1893,5703,573.76,320389,3,0.1,1
298038,298038,2023-12-13 11:07:38,1101,709,1013.09,1076858,12,0.2,1
1148702,1148702,2024-01-17 20:03:55,3820,2374,498.75,4133035,47,0.0,0
1359253,1359253,2024-01-26 15:23:02,3124,3991,2134.42,4893782,56,0.4,1
2030008,2030008,2024-02-23 15:20:11,3904,4713,395.92,7312811,84,0.0,0
583214,583214,2023-12-25 09:31:00,3943,8419,450.24,2107860,24,0.0,0
1806745,1806745,2024-02-14 10:47:20,689,8903,316.54,6518840,75,0.0,0
1785310,1785310,2024-02-13 12:12:03,4605,2435,278.15,6437523,74,0.0,0
41231,41231,2023-12-02 15:04:29,3944,7766,880.32,140669,1,0.1,1
1251904,1251904,2024-01-22 08:13:45,230,7332,826.24,4522425,52,0.1,1
1016193,1016193,2024-01-12 10:45:19,1487,950,2382.94,3667519,42,0.4,1
43609,43609,2023-12-02 16:47:35,2843,8246,12.11,146855,1,0.0,0
751226,751226,2024-01-01 09:40:46,4504,4012,914.65,2713246,31,0.1,1
79778,79778,2023-12-04 09:38:06,1783,9552,2413.55,293886,3,0.4,1
1634783,1634783,2024-02-07 08:09:31,3888,688,353.79,5904571,68,0.0,0
1066054,1066054,2024-01-14 11:58:28,1177,5376,680.87,3844708,44,0.1,1
1394816,1394816,2024-01-28 07:49:26,4840,4864,282.61,5039366,58,0.0,0
1113998,1113998,2024-01-16 11:59:28,2087,9163,835.08,4017568,46,0.1,1
493220,493220,2023-12-21 13:00:34,1708,5535,906.0,1774834,20,0.1,1
1285236,1285236,2024-01-23 13:53:49,2313,5303,210.1,4629229,53,0.0,0
1474963,1474963,2024-01-31 12:42:23,4684,6819,338.48,5316143,61,0.0,0
318110,318110,2023-12-14 08:41:23,3745,5777,579.02,1154483,13,0.1,1
1202878,1202878,2024-01-20 07:32:27,1244,4446,652.98,4347147,50,0.1,1
1965734,1965734,2024-02-21 03:42:33,767,1744,52.37,7098153,82,0.0,0
1818615,1818615,2024-02-14 18:58:43,1998,9861,1342.17,6548323,75,0.2,1
825148,825148,2024-01-04 11:00:52,939,9458,1267.46,2977252,34,0.2,1
788359,788359,2024-01-02 18:23:32,3016,8084,721.07,2831012,32,0.1,1
1333692,1333692,2024-01-25 14:18:36,3693,3001,2859.66,4803516,55,0.4,1
1488342,1488342,2024-02-01 05:39:54,893,2241,215.38,5377194,62,0.0,0
787404,787404,2024-01-02 17:27:53,1569,887,782.3,2827673,32,0.1,1
1306026,1306026,2024-01-24 12:01:30,1876,4449,1399.34,4708890,54,0.2,1
1042083,1042083,2024-01-13 11:53:31,263,3347,1476.07,3758011,43,0.2,1
910892,910892,2024-01-08 00:06:23,3173,3359,1471.17,3283583,38,0.2,1
142161,142161,2023-12-06 19:51:36,3099,8801,937.45,503496,5,0.1,1
2082869,2082869,2024-02-25 20:16:29,4390,2013,978.91,7503389,86,0.1,1
13614,13614,2023-12-01 12:50:15,4726,6920,2364.56,46215,0,0.4,1
1831775,1831775,2024-02-15 11:27:11,1148,7529,1299.31,6607631,76,0.2,1
1054314,1054314,2024-01-14 00:29:40,4328,2911,836.14,3803380,44,0.1,1
63430,63430,2023-12-03 13:58:30,305,5791,1433.88,223110,2,0.2,1
1699766,1699766,2024-02-09 20:16:47,4372,7326,264.33,6121007,70,0.0,0
1157003,1157003,2024-01-18 09:01:48,157,2966,45.02,4179708,48,0.0,0
1756840,1756840,2024-02-12 09:34:56,2174,6800,296.21,6341696,73,0.0,0
222497,222497,2023-12-10 08:54:39,3957,9469,897.55,809679,9,0.1,1
1473821,1473821,2024-01-31 12:04:47,2498,6516,2184.92,5313887,61,0.4,1
2002402,2002402,2024-02-22 13:07:44,4357,2651,2600.91,7218464,83,0.4,1
648470,648470,2023-12-28 03:37:52,3077,8138,50.5,2345872,27,0.0,0
238254,238254,2023-12-10 20:10:39,3179,1971,2361.56,850239,9,0.4,1
2149858,2149858,2024-02-28 15:20:52,4170,4566,404.28,7744852,89,0.0,0
442695,442695,2023-12-19 11:37:50,2780,1615,5.59,1597070,18,0.0,0
973248,973248,2024-01-10 13:29:25,1178,4201,522.61,3504565,40,0.1,1
1905801,1905801,2024-02-18 12:47:48,992,6235,862.34,6871668,79,0.1,1
1155276,1155276,2024-01-18 07:49:42,4935,7234,95.09,4175382,48,0.0,0
937013,937013,2024-01-09 05:12:21,1101,5093,1350.41,3388341,39,0.2,1
22909,22909,2023-12-01 20:48:17,1746,8354,1873.4,74897,0,0.2,1
386822,386822,2023-12-17 06:02:36,2409,2285,460.42,1404156,16,0.0,0
2038789,2038789,2024-02-24 05:09:33,4739,6812,1246.92,7362573,85,0.2,1
1768763,1768763,2024-02-12 16:59:50,686,7922,1509.93,6368390,73,0.2,1
2470,2470,2023-12-01 05:23:08,2444,6393,41.06,19388,0,0.0,0
178560,178560,2023-12-08 11:24:57,3038,4087,1140.72,645897,7,0.2,1
92976,92976,2023-12-04 18:11:57,3991,3827,29.97,324717,3,0.0,0
831199,831199,2024-01-04 14:28:54,3769,4105,505.72,2989734,34,0.1,1
518853,518853,2023-12-22 13:46:20,1261,2822,1144.21,1863980,21,0.2,1
1596455,1596455,2024-02-05 13:48:23,3101,6252,492.27,5752103,66,1.0,2
286988,286988,2023-12-12 21:37:24,1181,6014,7.03,1028244,11,0.0,0
1920116,1920116,2024-02-19 06:36:55,3910,1318,877.54,6935815,80,0.1,1
492070,492070,2023-12-21 12:20:29,504,6340,1609.79,1772429,20,0.2,1
484776,484776,2023-12-21 07:55:25,1162,140,257.13,1756525,20,0.0,0
209771,209771,2023-12-09 15:38:51,4658,871,992.96,747531,8,0.1,1
2010385,2010385,2024-02-22 19:12:42,1348,4188,506.11,7240362,83,0.1,1
504486,504486,2023-12-22 02:45:46,117,491,1146.57,1824346,21,0.2,1
234890,234890,2023-12-10 16:31:01,2333,471,922.43,837061,9,0.1,1
56460,56460,2023-12-03 09:51:20,358,6745,1546.73,208280,2,0.2,1
1501049,1501049,2024-02-01 14:04:07,531,8488,805.96,5407447,62,0.1,1
1059744,1059744,2024-01-14 08:02:41,1301,2494,342.89,3830561,44,0.0,0
1066714,1066714,2024-01-14 12:21:09,623,3908,1879.64,3846069,44,0.2,1
215878,215878,2023-12-10 00:20:41,4807,5160,1991.04,778841,9,0.2,1
1393543,1393543,2024-01-28 06:49:02,3368,941,319.73,5035742,58,0.0,0
697733,697733,2023-12-30 05:11:00,2163,3583,996.72,2524260,29,0.1,1
1339380,1339380,2024-01-25 18:50:56,157,8510,197.88,4819856,55,0.0,0
2041249,2041249,2024-02-24 07:29:31,2228,7474,620.65,7370971,85,0.1,1
1065458,1065458,2024-01-14 11:37:29,3142,8994,818.76,3843449,44,0.1,1
52429,52429,2023-12-03 07:04:52,1961,6279,783.28,198292,2,0.1,1
2043880,2043880,2024-02-24 09:19:07,20,5617,28.81,7377547,85,0.0,0
1794705,1794705,2024-02-13 19:03:26,4292,6691,1144.53,6462206,74,0.2,1
836212,836212,2024-01-04 18:26:39,3519,2154,609.7,3003999,34,0.1,1
676542,676542,2023-12-29 07:56:37,1359,6011,113.18,2447797,28,0.0,0
2139874,2139874,2024-02-28 09:29:47,2418,1209,124.26,7723787,89,0.0,0
1263038,1263038,2024-01-22 14:58:56,1849,5577,1600.1,4546736,52,0.2,1
2098104,2098104,2024-02-26 13:10:36,116,855,788.24,7564236,87,0.1,1
703261,703261,2023-12-30 09:37:34,3829,4800,1133.43,2540254,29,0.2,1
1490499,1490499,2024-02-01 07:38:06,3500,1647,88.88,5384286,62,0.0,0
791758,791758,2024-01-03 02:21:23,3228,6597,220.88,2859683,33,0.0,0
1856809,1856809,2024-02-16 12:07:13,1143,445,1989.65,6696433,77,0.2,1
11372,11372,2023-12-01 11:34:11,3861,9876,584.11,41651,0,0.1,1
8445,8445,2023-12-01 09:57:37,3640,7401,1354.79,35857,0,0.2,1
2061619,2061619,2024-02-25 03:38:04,4032,399,1976.03,7443484,86,0.2,1
1820587,1820587,2024-02-14 23:03:33,4052,5756,79.92,6563013,75,0.0,0
1340782,1340782,2024-01-25 20:48:59,3686,7504,1064.64,4826939,55,0.2,1
748591,748591,2024-01-01 07:54:23,3193,5762,458.9,2706863,31,0.0,0
381497,381497,2023-12-16 18:52:18,2714,936,787.72,1363938,15,0.1,1
485624,485624,2023-12-21 08:29:47,3087,6271,3326.63,1758587,20,0.6000000000000001,1
2080269,2080269,2024-02-25 17:08:51,3413,8697,994.54,7492131,86,0.1,1
508404,508404,2023-12-22 07:27:56,4113,3849,613.15,1841276,21,0.1,1
62791,62791,2023-12-03 13:34:33,1211,3937,579.79,221673,2,0.1,1
2084187,2084187,2024-02-25 23:59:32,1451,5086,2247.41,7516772,86,0.4,1
1263760,1263760,2024-01-22 15:28:51,4029,2926,2192.09,4548531,52,0.4,1
995698,995698,2024-01-11 12:49:15,2224,9999,2368.96,3588555,41,0.4,1
714727,714727,2023-12-30 16:48:22,3922,8484,2824.65,2566102,29,0.4,1
1459030,1459030,2024-01-30 18:31:02,3092,9833,566.64,5250662,60,0.1,1
1907337,1907337,2024-02-18 13:39:11,3960,2171,1114.87,6874751,79,0.2,1
1703390,1703390,2024-02-10 05:07:03,842,1985,158.53,6152823,71,0.0,0
570708,570708,2023-12-24 16:20:26,2480,4378,347.07,2046026,23,0.0,0
2009182,2009182,2024-02-22 17:50:51,1864,3595,504.48,7235451,83,0.1,1
1529372,1529372,2024-02-02 17:05:35,3674,7747,1352.66,5504735,63,0.2,1
809717,809717,2024-01-03 16:10:32,419,5168,9.2,2909432,33,0.0,0
138814,138814,2023-12-06 16:19:54,1762,2372,188.67,490794,5,0.0,0
1506950,1506950,2024-02-01 18:35:40,740,3543,1190.6,5423740,62,0.2,1
2061559,2061559,2024-02-25 03:32:37,329,4506,1844.98,7443157,86,0.2,1
2038279,2038279,2024-02-24 04:31:16,3357,8038,1916.45,7360276,85,0.2,1
917212,917212,2024-01-08 08:36:48,1236,2911,396.53,3314208,38,0.0,0
896371,896371,2024-01-07 10:38:51,2508,1313,369.47,3235131,37,0.0,0
1600069,1600069,2024-02-05 16:10:52,1893,3988,896.63,5760652,66,0.1,1
72338,72338,2023-12-04 01:36:52,3430,2883,1686.43,265012,3,0.2,1
2008410,2008410,2024-02-22 17:09:19,4398,4865,2000.9,7232959,83,0.4,1
1616879,1616879,2024-02-06 11:52:38,650,4605,2383.78,5831558,67,0.4,1
2021969,2021969,2024-02-23 10:36:57,3955,737,463.98,7295817,84,0.0,0
152218,152218,2023-12-07 09:57:05,4567,8378,786.74,554225,6,0.1,1
315539,315539,2023-12-14 06:46:15,1008,4717,93.73,1147575,13,0.0,0
31850,31850,2023-12-02 09:38:38,17,5796,4404.54,121118,1,0.9000000000000001,1
2100014,2100014,2024-02-26 14:19:56,2984,2612,276.33,7568396,87,0.0,0
1088822,1088822,2024-01-15 11:13:14,4226,3207,624.65,3928394,45,0.1,1
2008857,2008857,2024-02-22 17:32:26,1362,1560,2405.92,7234346,83,0.4,1
612727,612727,2023-12-26 12:49:20,4238,5306,2262.44,2206160,25,0.4,1
105453,105453,2023-12-05 10:37:34,4656,8523,389.05,383854,4,0.0,0
1596491,1596491,2024-02-05 13:49:30,4316,84,360.87,5752170,66,0.0,0
228648,228648,2023-12-10 12:31:21,804,3042,799.65,822681,9,0.1,1
136026,136026,2023-12-06 14:28:44,881,5366,775.48,484124,5,0.1,1
816736,816736,2024-01-04 04:33:32,1729,5366,105.19,2954012,34,0.0,0
891614,891614,2024-01-07 07:28:54,370,1709,121.12,3223734,37,0.0,0
236366,236366,2023-12-10 17:50:07,2689,6186,197.98,841807,9,0.0,0
1246448,1246448,2024-01-22 01:41:08,4826,1753,2928.09,4498868,52,0.4,1
1550757,1550757,2024-02-03 15:02:54,2882,8037,780.81,5583774,64,0.1,1
1925883,1925883,2024-02-19 10:34:25,3524,2527,564.23,6950065,80,0.1,1
1737369,1737369,2024-02-11 12:05:44,3698,7345,981.39,6264344,72,0.1,1
1679438,1679438,2024-02-09 05:06:46,367,4820,31.63,6066406,70,0.0,0
186672,186672,2023-12-08 16:26:22,1566,8536,150.94,663982,7,0.0,0
1070241,1070241,2024-01-14 14:23:36,4688,8257,892.98,3853416,44,0.1,1
1462208,1462208,2024-01-31 02:03:07,3344,5263,955.07,5277787,61,0.1,1
1818365,1818365,2024-02-14 18:41:54,3248,6330,193.68,6547314,75,0.0,0
794253,794253,2024-01-03 06:01:09,2596,1932,841.58,2872869,33,0.1,1
677846,677846,2023-12-29 08:48:55,14,6101,1062.98,2450935,28,0.2,1
1273529,1273529,2024-01-23 06:27:30,4393,8469,56.62,4602450,53,0.0,0
1967715,1967715,2024-02-21 06:07:41,224,2187,1109.01,7106861,82,0.2,1
1205079,1205079,2024-01-20 09:07:25,4235,2450,2453.81,4352845,50,0.4,1
248329,248329,2023-12-11 10:09:26,2501,4505,711.89,900566,10,0.1,1
1453511,1453511,2024-01-30 14:12:51,2347,6471,294.06,5235171,60,0.0,0
1774976,1774976,2024-02-13 04:55:33,1934,9937,1058.97,6411333,74,0.2,1
1145967,1145967,2024-01-17 17:02:55,733,5573,2890.16,4122175,47,0.4,1
1744816,1744816,2024-02-11 16:54:50,4111,6253,669.24,6281690,72,0.1,1
662734,662734,2023-12-28 14:01:29,4232,1041,1136.31,2383289,27,0.2,1
1559660,1559660,2024-02-04 04:58:31,1392,1290,661.15,5633911,65,0.1,1
1723576,1723576,2024-02-10 19:50:48,525,7927,1754.81,6205848,71,0.2,1
1419448,1419448,2024-01-29 08:21:32,497,7240,444.89,5127692,59,0.0,0
1746366,1746366,2024-02-11 18:19:17,3484,6390,1607.62,6286757,72,0.2,1
1777157,1777157,2024-02-13 07:02:18,1391,7063,438.99,6418938,74,0.0,0
95831,95831,2023-12-05 00:11:19,561,6580,1459.67,346279,4,0.2,1
1145940,1145940,2024-01-17 17:02:00,948,8306,84.48,4122120,47,0.0,0
1791327,1791327,2024-02-13 15:55:36,3224,5921,2375.49,6450936,74,0.4,1
1991195,1991195,2024-02-22 05:40:21,4677,9979,1226.9,7191621,83,0.2,1
381273,381273,2023-12-16 18:36:47,2709,5485,1474.06,1363007,15,0.2,1
1258097,1258097,2024-01-22 12:02:23,3572,7458,2007.48,4536143,52,0.4,1
660884,660884,2023-12-28 12:57:47,759,9030,424.46,2379467,27,0.0,0
1910909,1910909,2024-02-18 15:54:29,3859,5376,320.94,6882869,79,0.0,0
868922,868922,2024-01-06 08:19:00,4796,8553,532.22,3140340,36,0.1,1
783368,783368,2024-01-02 14:28:46,2351,4898,2040.27,2816926,32,0.4,1
457592,457592,2023-12-20 04:53:43,4453,8452,1332.97,1659223,19,0.2,1
124249,124249,2023-12-06 07:07:53,1307,5459,1006.45,457673,5,0.2,1
1641947,1641947,2024-02-07 12:27:43,3497,272,2607.15,5920063,68,0.4,1
1468758,1468758,2024-01-31 09:05:45,429,4081,553.99,5303145,61,0.1,1
611330,611330,2023-12-26 11:59:24,744,1196,843.37,2203164,25,0.1,1
2026967,2026967,2024-02-23 13:30:18,2582,6650,186.81,7306218,84,0.0,0
1287284,1287284,2024-01-23 15:11:06,3494,8156,334.38,4633866,53,0.0,0
179895,179895,2023-12-08 12:09:30,229,8293,907.98,648570,7,0.1,1
981474,981474,2024-01-10 20:50:50,208,6326,1339.48,3531050,40,1.2,2
1281225,1281225,2024-01-23 11:34:09,3249,3869,659.24,4620849,53,0.1,1
1314872,1314872,2024-01-24 18:10:42,2352,4102,734.67,4731042,54,0.1,1
65109,65109,2023-12-03 15:04:37,738,6057,55.98,227077,2,0.0,0
759814,759814,2024-01-01 14:43:25,3514,7264,2561.13,2731405,31,0.4,1
1648,1648,2023-12-01 04:18:03,2798,8688,607.5,15483,0,0.1,1
871792,871792,2024-01-06 10:09:20,469,8573,1011.49,3146960,36,0.2,1
1430780,1430780,2024-01-29 15:07:29,1716,8039,2453.48,5152049,59,0.4,1
1175090,1175090,2024-01-19 02:58:53,3550,3865,159.68,4244333,49,0.0,0
1212278,1212278,2024-01-20 13:16:46,696,2825,179.6,4367806,50,0.0,0
1926594,1926594,2024-02-19 11:00:48,4262,8335,96.59,6951648,80,0.0,0
308191,308191,2023-12-13 17:41:23,1911,7494,312.3,1100483,12,0.0,0
1706994,1706994,2024-02-10 08:16:29,1516,118,2755.2,6164189,71,0.4,1
349526,349526,2023-12-15 13:02:10,4720,7269,1011.57,1256530,14,0.2,1
1511051,1511051,2024-02-02 04:10:26,4036,6971,2722.4,5458226,63,0.4,1
125768,125768,2023-12-06 08:16:25,4944,9157,2341.65,461785,5,0.4,1
59866,59866,2023-12-03 11:51:42,429,450,563.1,215502,2,0.1,1
1821499,1821499,2024-02-15 02:39:46,2216,9319,34.2,6575986,76,0.0,0
1020361,1020361,2024-01-12 13:06:43,1154,2219,1022.79,3676003,42,0.2,1
267798,267798,2023-12-12 06:58:39,4568,2800,975.9,975519,11,0.1,1
2095941,2095941,2024-02-26 11:56:38,569,1442,753.77,7559798,87,0.1,1
1955461,1955461,2024-02-20 13:44:48,2266,6436,762.7,7047888,81,0.1,1
1859860,1859860,2024-02-16 13:54:34,111,5214,946.02,6702874,77,0.1,1
1700600,1700600,2024-02-09 22:04:23,1949,4278,273.99,6127463,70,0.0,0
1398154,1398154,2024-01-28 09:59:23,255,8751,1081.8,5047163,58,0.2,1
1779746,1779746,2024-02-13 08:55:01,654,465,375.93,6425701,74,0.0,0
790349,790349,2024-01-02 21:24:42,1021,5592,738.41,2841882,32,0.1,1
14652,14652,2023-12-01 13:27:12,748,9943,737.95,48432,0,0.1,1
264132,264132,2023-12-12 02:04:06,652,9994,2615.35,957846,11,0.4,1
314575,314575,2023-12-14 05:49:30,2410,6467,1245.92,1144170,13,0.2,1
369456,369456,2023-12-16 10:37:34,325,5748,1409.59,1334254,15,0.2,1
109292,109292,2023-12-05 12:47:47,1237,428,342.73,391667,4,0.0,0
600944,600944,2023-12-26 04:03:18,3851,4647,1409.62,2174598,25,0.2,1
1472057,1472057,2024-01-31 11:06:56,2578,47,1093.96,5310416,61,0.2,1
1694256,1694256,2024-02-09 15:04:03,1217,6072,1087.65,6102243,70,0.2,1
1357057,1357057,2024-01-26 13:59:59,1690,1401,368.27,4888799,56,0.0,0
1024685,1024685,2024-01-12 15:55:00,3782,8193,1942.87,3686100,42,0.2,1
257158,257158,2023-12-11 15:20:06,2742,685,3349.69,919206,10,0.6000000000000001,1
121330,121330,2023-12-06 03:58:53,4894,9856,638.81,446333,5,0.1,1
1601922,1601922,2024-02-05 17:46:12,4013,9342,2148.67,5766372,66,0.4,1
1520577,1520577,2024-02-02 11:27:56,3226,5442,1164.69,5484476,63,0.2,1
1338336,1338336,2024-01-25 17:43:00,3974,165,538.44,4815780,55,0.1,1
1280534,1280534,2024-01-23 11:12:11,3668,934,436.37,4619531,53,0.0,0
29295,29295,2023-12-02 07:55:50,3998,3808,1071.73,114950,1,0.2,1
2079706,2079706,2024-02-25 16:40:35,277,4617,221.65,7490435,86,0.0,0
1387191,1387191,2024-01-27 18:52:20,3108,4027,12.24,4992740,57,0.0,0
554636,554636,2023-12-24 05:51:00,526,1824,131.05,2008260,23,0.0,0
565301,565301,2023-12-24 12:55:17,1550,6784,43.6,2033717,23,0.0,0
451081,451081,2023-12-19 16:50:21,2323,6088,891.85,1615821,18,0.1,1
205552,205552,2023-12-09 12:59:01,4460,7929,988.98,737941,8,0.1,1
973882,973882,2024-01-10 13:50:30,1364,1147,1141.17,3505830,40,0.2,1
1317944,1317944,2024-01-25 00:38:12,2019,4447,473.23,4754292,55,0.0,0
934878,934878,2024-01-09 00:59:57,3341,7724,105.08,3373197,39,0.0,0
1360765,1360765,2024-01-26 16:28:36,1416,724,2030.6,4897716,56,0.4,1
333725,333725,2023-12-14 19:19:39,684,1594,908.25,1192779,13,0.1,1
1051042,1051042,2024-01-13 17:57:49,2671,4768,38.16,3779869,43,0.0,0
1566818,1566818,2024-02-04 10:28:26,2840,598,852.32,5653706,65,0.1,1
547979,547979,2023-12-23 17:16:44,1988,6921,227.55,1963004,22,0.0,0
574219,574219,2023-12-24 20:16:31,395,2958,1615.03,2060191,23,0.2,1
2002124,2002124,2024-02-22 12:57:29,4557,5452,1856.05,7217849,83,0.2,1
1151167,1151167,2024-01-18 03:07:30,4098,8562,3376.07,4158450,48,0.6000000000000001,1
2061751,2061751,2024-02-25 03:53:10,960,6175,1026.49,7444390,86,0.2,1
1817281,1817281,2024-02-14 17:35:08,4141,7041,1674.61,6543308,75,0.2,1
1932507,1932507,2024-02-19 14:23:18,3390,3270,981.81,6963798,80,0.1,1
1883230,1883230,2024-02-17 13:30:14,3895,9710,1225.22,6787814,78,0.2,1
2080619,2080619,2024-02-25 17:26:54,2074,5391,1010.35,7493214,86,0.2,1
510469,510469,2023-12-22 08:56:30,3305,5906,1482.63,1846590,21,0.2,1
1169230,1169230,2024-01-18 16:19:14,413,3321,1615.79,4205954,48,0.2,1
289459,289459,2023-12-13 04:36:41,3342,9295,1090.27,1053401,12,0.2,1
498811,498811,2023-12-21 16:33:03,3808,8660,1483.66,1787583,20,0.2,1
1758710,1758710,2024-02-12 10:43:59,1098,7332,114.45,6345839,73,0.0,0
705605,705605,2023-12-30 11:02:28,2555,4855,518.35,2545348,29,0.1,1
351620,351620,2023-12-15 14:14:55,2890,2780,451.9,1260895,14,0.0,0
1834876,1834876,2024-02-15 13:14:55,531,8099,434.56,6614095,76,0.0,0
416784,416784,2023-12-18 10:30:39,2915,637,830.9,1506639,17,0.1,1
2027615,2027615,2024-02-23 13:52:45,4880,3986,525.0,7307565,84,0.1,1
1074691,1074691,2024-01-14 17:36:17,234,8176,947.73,3864977,44,0.1,1
1684669,1684669,2024-02-09 09:19:57,1154,7603,1658.29,6081597,70,0.2,1
2048424,2048424,2024-02-24 12:01:55,2713,208,68.02,7387315,85,0.0,0
563883,563883,2023-12-24 12:08:03,1944,2836,44.98,2030883,23,0.0,0
694704,694704,2023-12-29 21:27:19,4170,6573,81.9,2496439,28,0.0,0
544838,544838,2023-12-23 14:56:32,3468,8179,1492.52,1954592,22,0.2,1
1930916,1930916,2024-02-19 13:24:46,2875,3896,192.51,6960286,80,0.0,0
1027399,1027399,2024-01-12 18:12:09,4630,4801,219.71,3694329,42,0.0,0
43190,43190,2023-12-02 16:27:42,4477,5859,1322.24,145662,1,0.2,1
1073102,1073102,2024-01-14 16:17:37,260,2145,191.66,3860257,44,0.0,0
1978404,1978404,2024-02-21 13:07:44,3537,2357,365.6,7132064,82,0.0,0
1553594,1553594,2024-02-03 17:10:22,3751,1565,2504.53,5591422,64,0.4,1
1032167,1032167,2024-01-13 04:41:31,4001,8746,18.74,3732091,43,0.0,0
247687,247687,2023-12-11 09:46:03,2803,8300,1681.67,899163,10,0.2,1
591086,591086,2023-12-25 14:01:50,1329,3953,1656.35,2124110,24,0.2,1
995911,995911,2024-01-11 12:56:24,4604,9992,990.12,3588984,41,0.1,1
929220,929220,2024-01-08 15:58:02,3061,2383,136.6,3340682,38,0.0,0
2033188,2033188,2024-02-23 17:55:10,1960,4094,211.6,7322110,84,0.0,0
1368300,1368300,2024-01-27 05:34:07,4334,3826,711.79,4944847,57,0.1,1
1425701,1425701,2024-01-29 12:05:35,4370,2525,843.76,5141135,59,0.1,1
1543574,1543574,2024-02-03 10:53:04,4396,6933,3088.72,5568784,64,0.6000000000000001,1
332805,332805,2023-12-14 18:14:52,3726,7913,992.94,1188892,13,0.1,1
1363494,1363494,2024-01-26 19:03:24,2425,9177,1810.91,4907004,56,0.2,1
2009413,2009413,2024-02-22 18:04:29,1786,8028,1864.23,7236269,83,0.2,1
2089434,2089434,2024-02-26 07:54:19,2390,1779,176.35,7545259,87,0.0,0
221338,221338,2023-12-10 08:06:12,3867,4569,191.52,806772,9,0.0,0
934986,934986,2024-01-09 01:22:02,4,4444,2539.72,3374522,39,0.4,1
1779047,1779047,2024-02-13 08:26:54,3035,997,1910.26,6424014,74,0.2,1
664845,664845,2023-12-28 15:22:22,123,8622,1151.65,2388142,27,0.2,1
1879035,1879035,2024-02-17 11:07:09,2849,4613,291.61,6779229,78,0.0,0
271508,271508,2023-12-12 09:37:44,4936,3491,251.06,985064,11,0.0,0
805119,805119,2024-01-03 13:11:18,2395,3100,1828.79,2898678,33,0.2,1
1035037,1035037,2024-01-13 07:28:03,4116,560,2177.46,3742083,43,0.4,1
533910,533910,2023-12-23 08:32:24,147,6498,193.13,1931544,22,0.0,0
1137180,1137180,2024-01-17 11:31:51,222,3766,819.25,4102311,47,0.1,1
83728,83728,2023-12-04 11:55:22,4230,8028,702.36,302122,3,0.1,1
1834956,1834956,2024-02-15 13:17:23,1325,9012,661.5,6614243,76,0.1,1
1843007,1843007,2024-02-15 19:50:42,4372,1758,208.4,6637842,76,0.0,0
461261,461261,2023-12-20 08:13:44,1477,485,26.94,1671224,19,0.0,0
789954,789954,2024-01-02 20:35:38,1147,6666,962.16,2838938,32,0.1,1
476067,476067,2023-12-20 17:47:20,2867,6138,1687.97,1705640,19,0.2,1
195140,195140,2023-12-09 06:16:29,3561,3231,120.14,713789,8,0.0,0
1481916,1481916,2024-01-31 17:23:38,1379,8874,1585.72,5333018,61,0.2,1
1869331,1869331,2024-02-17 02:46:09,3622,6468,1770.93,6749169,78,0.2,1
492346,492346,2023-12-21 12:30:22,3676,5688,1847.23,1773022,20,0.2,1
465450,465450,2023-12-20 10:49:51,2173,891,155.94,1680591,19,0.0,0
472173,472173,2023-12-20 14:47:31,4728,1848,135.87,1694851,19,0.0,0
796329,796329,2024-01-03 07:50:19,2831,5370,440.22,2879419,33,0.0,0
1357584,1357584,2024-01-26 14:18:24,2941,8116,1098.57,4889904,56,0.2,1
411849,411849,2023-12-18 07:06:56,3410,5834,384.86,1494416,17,0.0,0
1757053,1757053,2024-02-12 09:42:13,2276,8859,7.0,6342133,73,0.0,0
1715462,1715462,2024-02-10 13:19:23,3520,6681,766.0,6182363,71,0.1,1
344210,344210,2023-12-15 10:02:22,3029,923,171.42,1245742,14,0.0,0
1739652,1739652,2024-02-11 13:25:06,4,4616,909.66,6269106,72,0.1,1
1218283,1218283,2024-01-20 17:21:22,3074,5417,50.17,4382482,50,0.0,0
1464225,1464225,2024-01-31 05:29:45,1536,9908,1591.26,5290185,61,0.2,1
551369,551369,2023-12-23 22:09:29,4292,6173,645.53,1980569,22,0.1,1
1328188,1328188,2024-01-25 11:10:37,2619,9097,248.47,4792237,55,0.0,0
227521,227521,2023-12-10 11:54:09,3503,9875,1305.94,820449,9,0.2,1
451926,451926,2023-12-19 17:34:18,1060,523,742.18,1618458,18,0.1,1
1062740,1062740,2024-01-14 09:59:37,856,2199,1248.7,3837577,44,0.2,1
174209,174209,2023-12-08 08:47:44,3927,334,129.72,636464,7,0.0,0
206705,206705,2023-12-09 13:42:15,1347,557,1074.91,740535,8,0.2,1
1906641,1906641,2024-02-18 13:16:53,919,9659,878.97,6873413,79,0.1,1
1002164,1002164,2024-01-11 17:04:25,3475,7852,573.9,3603865,41,0.1,1
2059036,2059036,2024-02-24 20:12:43,4555,9587,552.4,7416763,85,0.1,1
1499642,1499642,2024-02-01 13:14:25,1165,7310,2545.44,5404465,62,0.4,1
1910878,1910878,2024-02-18 15:53:16,2539,8390,396.9,6882796,79,0.0,0
33859,33859,2023-12-02 10:49:28,4320,7418,443.76,125368,1,0.0,0
